dataset,row_id,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpent,GroupId,HasGroup,Deck,CabinNo,Side,DeckNSide
test,3087,6770_02,Europa,True,B/227/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Matark Aginge,,0.0,6770,True,B,227,P,B/P
test,3088,6770_03,Europa,True,B/227/P,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Scellus Aginge,,0.0,6770,True,B,227,P,B/P
test,3089,6771_01,Earth,False,F/1298/S,TRAPPIST-1e,47.0,False,0.0,0.0,4.0,898.0,0.0,Eleah Brien,,902.0,6771,False,F,1298,S,F/S
test,3090,6772_01,Earth,True,G/1099/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Samie Beckeetter,,0.0,6772,True,G,1099,P,G/P
test,3091,6772_02,Earth,False,F/1406/P,TRAPPIST-1e,50.0,False,166.0,0.0,514.0,114.0,0.0,,,794.0,6772,True,F,1406,P,F/P
test,3092,6777_01,Europa,True,C/216/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Wasatan Igniming,,0.0,6777,False,C,216,P,C/P
test,3093,6781_01,Europa,True,A/83/S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Sarthim Trallect,,0.0,6781,False,A,83,S,A/S
test,3094,6783_01,Earth,True,G/1101/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Wallyn Ortinericey,,0.0,6783,False,G,1101,P,G/P
test,3095,6785_01,Earth,True,G/1102/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lesley Mcfarmerson,,0.0,6785,False,G,1102,P,G/P
test,3096,6790_01,Earth,False,G/1103/S,PSO J318.5-22,33.0,False,455.0,0.0,11.0,0.0,302.0,Jonaye Boyersons,,768.0,6790,False,G,1103,S,G/S
test,3097,6791_01,Earth,False,,55 Cancri e,33.0,False,0.0,1601.0,57.0,0.0,0.0,Lis Hayertez,,1658.0,6791,False,,,,
test,3098,6793_01,Europa,False,B/228/P,TRAPPIST-1e,42.0,False,88.0,2062.0,0.0,25.0,0.0,Nasl Wassing,,2175.0,6793,True,B,228,P,B/P
test,3099,6793_02,Europa,True,B/228/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Branev Wassing,,0.0,6793,True,B,228,P,B/P
test,3100,6795_01,Mars,False,E/433/P,TRAPPIST-1e,18.0,True,988.0,0.0,732.0,356.0,0.0,Coobix Gecre,,2076.0,6795,False,E,433,P,E/P
test,3101,6797_01,Earth,False,F/1413/P,TRAPPIST-1e,34.0,False,512.0,38.0,0.0,26.0,284.0,Gailia Berreranks,,860.0,6797,False,F,1413,P,F/P
test,3102,6803_01,Earth,False,F/1301/S,TRAPPIST-1e,46.0,False,0.0,445.0,8.0,146.0,0.0,Elica Nichaner,,599.0,6803,False,F,1301,S,F/S
test,3103,6804_01,Earth,False,F/1302/S,TRAPPIST-1e,35.0,False,0.0,623.0,139.0,0.0,109.0,Benda Craftstens,,871.0,6804,False,F,1302,S,F/S
test,3104,6807_01,Earth,False,F/1415/P,55 Cancri e,40.0,False,66.0,1029.0,62.0,0.0,0.0,Anthia Lessonerry,,1157.0,6807,True,F,1415,P,F/P
test,3105,6807_02,Earth,True,G/1106/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Maurie Monsoney,,0.0,6807,True,G,1106,P,G/P
test,3106,6809_01,Earth,False,E/434/P,TRAPPIST-1e,43.0,False,0.0,0.0,9.0,698.0,81.0,Gerte Scottney,,788.0,6809,False,E,434,P,E/P
test,3107,6811_01,Earth,True,G/1107/P,PSO J318.5-22,41.0,False,0.0,0.0,0.0,0.0,0.0,Lestie Pottmanley,,0.0,6811,False,G,1107,P,G/P
test,3108,6812_01,Earth,False,G/1105/S,TRAPPIST-1e,31.0,False,1.0,227.0,0.0,495.0,0.0,Adammy Barris,,723.0,6812,True,G,1105,S,G/S
test,3109,6812_02,Earth,False,G/1105/S,TRAPPIST-1e,23.0,False,29.0,,0.0,787.0,0.0,Stevey Barris,,,6812,True,G,1105,S,G/S
test,3110,6815_01,Earth,False,F/1303/S,TRAPPIST-1e,25.0,False,0.0,2.0,476.0,421.0,2.0,Chelly Barlsond,,901.0,6815,False,F,1303,S,F/S
test,3111,6819_01,Earth,False,G/1106/S,TRAPPIST-1e,37.0,False,244.0,0.0,182.0,0.0,489.0,Coley Hamberterry,,915.0,6819,True,G,1106,S,G/S
test,3112,6819_02,Earth,True,G/1106/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Terek Holson,,0.0,6819,True,G,1106,S,G/S
test,3113,6819_03,Earth,True,G/1106/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Dandra Hamberterry,,0.0,6819,True,G,1106,S,G/S
test,3114,6823_01,Earth,True,G/1107/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Vanley Woodwin,,0.0,6823,False,G,1107,S,G/S
test,3115,6828_01,Earth,True,G/1110/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Sus Andley,,0.0,6828,False,G,1110,S,G/S
test,3116,6830_01,Earth,True,G/1110/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Brita Kennetty,,0.0,6830,False,G,1110,P,G/P
test,3117,6835_01,Mars,True,E/453/S,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0,Morms Chpie,,0.0,6835,True,E,453,S,E/S
test,3118,6835_02,Mars,False,E/453/S,TRAPPIST-1e,48.0,False,,0.0,149.0,4.0,0.0,Chonk Kad,,,6835,True,E,453,S,E/S
test,3119,6836_01,Earth,False,G/1112/S,TRAPPIST-1e,27.0,False,365.0,305.0,0.0,13.0,225.0,Sethew Ramoran,,908.0,6836,False,G,1112,S,G/S
test,3120,6838_01,Europa,True,C/217/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Alraium Fasticaly,,0.0,6838,True,C,217,P,C/P
test,3121,6838_02,Europa,False,C/217/P,TRAPPIST-1e,28.0,False,0.0,6562.0,0.0,3430.0,18670.0,Quarkab Fasticaly,,28662.0,6838,True,C,217,P,C/P
test,3122,6838_03,Europa,False,C/217/P,55 Cancri e,34.0,False,695.0,2325.0,0.0,21.0,9626.0,Nekkard Fasticaly,,12667.0,6838,True,C,217,P,C/P
test,3123,6842_01,Mars,False,F/1423/P,TRAPPIST-1e,31.0,False,631.0,0.0,898.0,27.0,43.0,Spuffs Lapie,,1599.0,6842,False,F,1423,P,F/P
test,3124,6845_01,Europa,True,A/69/P,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Zanino Conaly,,0.0,6845,False,A,69,P,A/P
test,3125,6846_01,Earth,False,G/1112/P,,45.0,False,2.0,0.0,59.0,2.0,1754.0,Ritany Hubbarnett,,1817.0,6846,False,G,1112,P,G/P
test,3126,6847_01,Europa,False,A/70/P,55 Cancri e,48.0,False,,996.0,197.0,151.0,4532.0,Aldush Gearitte,,,6847,False,A,70,P,A/P
test,3127,6849_01,Europa,False,D/207/S,TRAPPIST-1e,21.0,False,0.0,633.0,0.0,5865.0,145.0,Sargin Slavested,,6643.0,6849,False,D,207,S,D/S
test,3128,6852_01,Earth,False,F/1308/S,PSO J318.5-22,24.0,False,0.0,380.0,225.0,0.0,,Andary Brightez,,,6852,True,F,1308,S,F/S
test,3129,6852_02,Earth,False,F/1308/S,TRAPPIST-1e,16.0,False,0.0,1.0,0.0,964.0,0.0,Cherry Brightez,,965.0,6852,True,F,1308,S,F/S
test,3130,6855_01,Earth,False,F/1425/P,TRAPPIST-1e,19.0,False,0.0,490.0,0.0,159.0,0.0,Gory Owery,,649.0,6855,False,F,1425,P,F/P
test,3131,6856_01,Mars,False,F/1309/S,55 Cancri e,26.0,False,2676.0,1.0,143.0,0.0,0.0,Llix Nate,,2820.0,6856,False,F,1309,S,F/S
test,3132,6860_01,Earth,False,F/1426/P,TRAPPIST-1e,22.0,False,804.0,0.0,0.0,2.0,0.0,Leondy Simpsonks,,806.0,6860,False,F,1426,P,F/P
test,3133,6867_01,Earth,False,F/1312/S,TRAPPIST-1e,33.0,False,0.0,0.0,723.0,108.0,115.0,Justie Howenters,,946.0,6867,False,F,1312,S,F/S
test,3134,6870_01,Mars,False,D/209/S,TRAPPIST-1e,44.0,True,542.0,3.0,46.0,674.0,0.0,Quits Cone,,1265.0,6870,False,D,209,S,D/S
test,3135,6872_01,Earth,True,G/1114/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Camiet Bonnondry,,0.0,6872,False,G,1114,P,G/P
test,3136,6874_01,Earth,True,G/1117/S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Maurie Hammons,,0.0,6874,False,G,1117,S,G/S
test,3137,6875_01,Europa,False,B/230/P,55 Cancri e,43.0,False,0.0,1592.0,0.0,1738.0,0.0,Aludram Emetillove,,3330.0,6875,True,B,230,P,B/P
test,3138,6875_02,Europa,False,B/230/P,TRAPPIST-1e,14.0,False,4207.0,689.0,0.0,0.0,558.0,Okulk Sinecthex,,5454.0,6875,True,B,230,P,B/P
test,3139,6875_03,Europa,False,B/230/P,55 Cancri e,41.0,False,60.0,3146.0,0.0,12.0,479.0,Sariton Emetillove,,3697.0,6875,True,B,230,P,B/P
test,3140,6876_01,Earth,False,F/1313/S,TRAPPIST-1e,20.0,False,0.0,670.0,0.0,0.0,22.0,Done Greenez,,692.0,6876,True,F,1313,S,F/S
test,3141,6876_02,Earth,False,G/1118/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Verney Greenez,,0.0,6876,True,G,1118,S,G/S
test,3142,6876_03,Earth,True,G/1118/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Felice Greenez,,0.0,6876,True,G,1118,S,G/S
test,3143,6877_01,Earth,False,F/1429/P,55 Cancri e,22.0,False,20.0,155.0,0.0,373.0,90.0,Ronna Palmes,,638.0,6877,False,F,1429,P,F/P
test,3144,6878_01,Mars,True,F/1314/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Dynx Porté,,0.0,6878,False,F,1314,S,F/S
test,3145,6881_01,Mars,False,D/210/S,55 Cancri e,35.0,False,333.0,10.0,1063.0,7.0,365.0,Trise Datte,,1778.0,6881,False,D,210,S,D/S
test,3146,6884_01,Earth,True,G/1115/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Verly Kirks,,0.0,6884,False,G,1115,P,G/P
test,3147,6886_01,Earth,True,G/1121/S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Meline Clemondsey,,0.0,6886,False,G,1121,S,G/S
test,3148,6888_01,Europa,False,C/219/P,TRAPPIST-1e,38.0,False,,1501.0,219.0,470.0,173.0,Arrain Conablese,,,6888,True,C,219,P,C/P
test,3149,6888_02,Europa,True,C/219/P,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,Decruxa Emeliatty,,0.0,6888,True,C,219,P,C/P
test,3150,6888_03,Europa,,C/219/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Homamin Turtertive,,0.0,6888,True,C,219,P,C/P
test,3151,6888_04,Europa,False,C/219/P,PSO J318.5-22,25.0,True,5100.0,150.0,0.0,170.0,0.0,Astorux Conablese,,5420.0,6888,True,C,219,P,C/P
test,3152,6890_01,Earth,False,E/458/S,TRAPPIST-1e,32.0,False,1.0,15.0,0.0,1.0,773.0,Eliana Bryangton,,790.0,6890,False,E,458,S,E/S
test,3153,6897_01,Earth,False,E/439/P,TRAPPIST-1e,24.0,False,449.0,0.0,1.0,0.0,244.0,,,694.0,6897,False,E,439,P,E/P
test,3154,6904_01,Earth,True,G/1116/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Farleyatton,,0.0,6904,True,G,1116,P,G/P
test,3155,6904_02,Earth,True,G/1116/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Debora Farleyatton,,0.0,6904,True,G,1116,P,G/P
test,3156,6904_03,Earth,False,G/1116/P,TRAPPIST-1e,18.0,False,2.0,7.0,761.0,75.0,0.0,Loria Farleyatton,,845.0,6904,True,G,1116,P,G/P
test,3157,6909_01,Europa,True,B/231/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Shoeweely,,0.0,6909,False,B,231,P,B/P
test,3158,6914_01,Earth,True,G/1125/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Iree Romez,,0.0,6914,False,G,1125,S,G/S
test,3159,6916_01,Europa,True,B/232/P,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Wassing,,0.0,6916,False,B,232,P,B/P
test,3160,6919_01,Earth,True,,PSO J318.5-22,37.0,False,0.0,0.0,0.0,0.0,0.0,Len Bulliamoses,,0.0,6919,False,,,,
test,3161,6922_01,Earth,True,G/1119/P,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Harlos Payner,,0.0,6922,False,G,1119,P,G/P
test,3162,6923_01,Mars,True,F/1434/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cobix Tecre,,0.0,6923,False,F,1434,P,F/P
test,3163,6927_01,Earth,False,G/1121/P,TRAPPIST-1e,32.0,,0.0,270.0,0.0,560.0,84.0,Derina Mcdowns,,914.0,6927,False,G,1121,P,G/P
test,3164,6933_01,Europa,True,E/442/P,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Aludrab Proorbeng,,0.0,6933,True,E,442,P,E/P
test,3165,6933_02,Europa,,E/442/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,,0.0,Gatrix Imprank,,,6933,True,E,442,P,E/P
test,3166,6935_01,Earth,False,F/1437/P,TRAPPIST-1e,61.0,,703.0,0.0,0.0,0.0,0.0,Shany Davens,,703.0,6935,False,F,1437,P,F/P
test,3167,6936_01,Mars,False,D/218/P,TRAPPIST-1e,72.0,False,2596.0,0.0,193.0,0.0,0.0,Ors Spare,,2789.0,6936,True,D,218,P,D/P
test,3168,6936_02,Mars,False,E/444/P,TRAPPIST-1e,30.0,False,1265.0,,0.0,838.0,0.0,Giamon Spare,,,6936,True,E,444,P,E/P
test,3169,6936_03,Mars,True,F/1438/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Cindee Spare,,0.0,6936,True,F,1438,P,F/P
test,3170,6938_01,Earth,True,G/1123/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Julin Reilline,,0.0,6938,False,G,1123,P,G/P
test,3171,6941_01,Earth,True,G/1125/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Willey Mullericer,,0.0,6941,False,G,1125,P,G/P
test,3172,6942_01,Earth,True,G/1132/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Aliey Belley,,0.0,6942,False,G,1132,S,G/S
test,3173,6948_01,Earth,True,G/1133/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Wenten Leton,,0.0,6948,False,G,1133,S,G/S
test,3174,6952_01,Europa,True,C/224/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Dyonif Hautconded,,0.0,6952,False,C,224,P,C/P
test,3175,6953_01,Earth,False,F/1440/P,TRAPPIST-1e,33.0,False,250.0,279.0,329.0,12.0,0.0,Ernard Holton,,870.0,6953,False,F,1440,P,F/P
test,3176,6955_01,Earth,False,F/1441/P,TRAPPIST-1e,27.0,False,0.0,216.0,168.0,251.0,53.0,Chrisa Colomonson,,688.0,6955,False,F,1441,P,F/P
test,3177,6956_01,Earth,False,F/1442/P,55 Cancri e,21.0,False,11.0,0.0,0.0,499.0,77.0,Maya Bushins,,587.0,6956,False,F,1442,P,F/P
test,3178,6958_01,Earth,False,F/1443/P,TRAPPIST-1e,21.0,False,11.0,653.0,0.0,35.0,61.0,Timmie Hardson,,760.0,6958,False,F,1443,P,F/P
test,3179,6959_01,Earth,False,F/1327/S,TRAPPIST-1e,18.0,False,646.0,0.0,0.0,1444.0,0.0,Pristy Garzaley,,2090.0,6959,True,F,1327,S,F/S
test,3180,6959_02,Earth,True,G/1134/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Calvia Garzaley,,0.0,6959,True,G,1134,S,G/S
test,3181,6959_03,Earth,True,G/1134/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Stevey Garzaley,,0.0,6959,True,G,1134,S,G/S
test,3182,6961_01,Europa,False,A/85/S,TRAPPIST-1e,41.0,False,0.0,620.0,0.0,605.0,873.0,Miaplas Ciplanke,,2098.0,6961,True,A,85,S,A/S
test,3183,6961_02,Europa,False,D/211/S,,57.0,False,0.0,2847.0,0.0,101.0,9613.0,Ruchban Ciplanke,,12561.0,6961,True,D,211,S,D/S
test,3184,6965_01,Mars,True,F/1445/P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Rooses Danad,,0.0,6965,False,F,1445,P,F/P
test,3185,6969_01,Mars,False,F/1448/P,TRAPPIST-1e,54.0,False,2538.0,0.0,60.0,1.0,0.0,Minnys Iccle,,2599.0,6969,False,F,1448,P,F/P
test,3186,6974_01,Earth,False,F/1329/S,TRAPPIST-1e,49.0,False,757.0,0.0,0.0,0.0,46.0,Racy Haynard,,803.0,6974,False,F,1329,S,F/S
test,3187,6975_01,Mars,False,F/1330/S,TRAPPIST-1e,19.0,False,1752.0,0.0,157.0,,0.0,Croos Bra,,,6975,False,F,1330,S,F/S
test,3188,6983_01,Mars,True,F/1449/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Gray Colle,,0.0,6983,True,F,1449,P,F/P
test,3189,6983_02,Mars,False,E/448/P,TRAPPIST-1e,,False,1.0,0.0,66.0,2016.0,0.0,Swack Colle,,2083.0,6983,True,E,448,P,E/P
test,3190,6986_01,Earth,True,G/1129/P,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Keitha Cleman,,0.0,6986,True,G,1129,P,G/P
test,3191,6986_02,Earth,False,F/1451/P,TRAPPIST-1e,13.0,False,1894.0,8.0,42.0,1.0,72.0,Fredy Vantonson,,2017.0,6986,True,F,1451,P,F/P
test,3192,6986_03,Earth,True,G/1129/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Darrie Cleman,,0.0,6986,True,G,1129,P,G/P
test,3193,6986_04,Earth,False,G/1129/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Leonyl Vantonson,,0.0,6986,True,G,1129,P,G/P
test,3194,6986_05,Earth,True,G/1129/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Jilly Vantonson,,0.0,6986,True,G,1129,P,G/P
test,3195,6986_06,Earth,False,F/1451/P,PSO J318.5-22,13.0,False,0.0,858.0,20.0,0.0,0.0,Tracek Vantonson,,878.0,6986,True,F,1451,P,F/P
test,3196,6986_07,Earth,False,F/1451/P,TRAPPIST-1e,47.0,False,18.0,719.0,87.0,0.0,3.0,Shalle Vantonson,,827.0,6986,True,F,1451,P,F/P
test,3197,6986_08,Earth,True,G/1129/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Clard Vantonson,,0.0,6986,True,G,1129,P,G/P
test,3198,6989_01,Earth,True,G/1140/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Blancy Fisheparks,,0.0,6989,False,G,1140,S,G/S
test,3199,6993_01,Earth,False,F/1333/S,55 Cancri e,20.0,False,888.0,0.0,352.0,0.0,0.0,Hughy Simsey,,1240.0,6993,False,F,1333,S,F/S
test,3200,7000_01,Mars,True,F/1335/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Munch Blane,,0.0,7000,False,F,1335,S,F/S
test,3201,7003_01,Earth,False,F/1336/S,TRAPPIST-1e,22.0,False,0.0,0.0,332.0,236.0,125.0,Mamina Gordanieves,,693.0,7003,False,F,1336,S,F/S
test,3202,7009_01,Mars,False,D/214/S,55 Cancri e,16.0,False,2438.0,0.0,332.0,0.0,1.0,Quid Spie,,2771.0,7009,True,D,214,S,D/S
test,3203,7009_02,Mars,False,,TRAPPIST-1e,18.0,False,1718.0,0.0,868.0,636.0,0.0,Diedow Spie,,3222.0,7009,True,,,,
test,3204,7012_01,Mars,True,F/1456/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Park Stake,,0.0,7012,False,F,1456,P,F/P
test,3205,7023_01,Earth,False,,TRAPPIST-1e,19.0,False,478.0,0.0,161.0,112.0,0.0,Regory Daughtson,,751.0,7023,False,,,,
test,3206,7024_01,Mars,True,E/468/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Ret Cart,,0.0,7024,False,E,468,S,E/S
test,3207,7030_01,Earth,False,G/1149/S,TRAPPIST-1e,21.0,False,0.0,141.0,0.0,121.0,626.0,Thel Bailes,,888.0,7030,False,G,1149,S,G/S
test,3208,7033_01,Earth,False,F/1460/P,TRAPPIST-1e,32.0,False,131.0,0.0,,5.0,0.0,Tinez Bensley,,,7033,False,F,1460,P,F/P
test,3209,7035_01,Earth,True,F/1342/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Verly Workmans,,0.0,7035,False,F,1342,S,F/S
test,3210,7043_01,Earth,True,G/1151/S,PSO J318.5-22,50.0,False,0.0,0.0,0.0,0.0,0.0,,,0.0,7043,False,G,1151,S,G/S
test,3211,7046_01,Europa,False,T/3/S,55 Cancri e,27.0,,6.0,400.0,0.0,6472.0,0.0,Tope Ativeezy,,6878.0,7046,True,T,3,S,T/S
test,3212,7046_02,Europa,False,T/3/S,55 Cancri e,44.0,False,0.0,1190.0,0.0,1906.0,167.0,Genubih Ativeezy,,3263.0,7046,True,T,3,S,T/S
test,3213,7046_03,Europa,False,T/3/S,TRAPPIST-1e,47.0,False,0.0,339.0,0.0,508.0,2000.0,Zinon Ativeezy,,2847.0,7046,True,T,3,S,T/S
test,3214,7054_01,Europa,False,C/258/S,TRAPPIST-1e,58.0,False,0.0,3770.0,0.0,1.0,27.0,Teron Pringrous,,3798.0,7054,True,C,258,S,C/S
test,3215,7054_02,Europa,True,C/258/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sulatik Pringrous,,0.0,7054,True,C,258,S,C/S
test,3216,7055_01,Mars,True,F/1345/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Ungles Welte,,0.0,7055,False,F,1345,S,F/S
test,3217,7063_01,Earth,False,F/1465/P,TRAPPIST-1e,21.0,False,2.0,54.0,696.0,56.0,0.0,Brence Hendrewsons,,808.0,7063,True,F,1465,P,F/P
test,3218,7063_02,Earth,False,E/452/P,TRAPPIST-1e,25.0,False,50.0,0.0,1.0,5125.0,472.0,Cellex Hendrewsons,,5648.0,7063,True,E,452,P,E/P
test,3219,7064_01,Earth,False,E/470/S,PSO J318.5-22,31.0,False,0.0,625.0,0.0,0.0,0.0,Karay Cooks,,625.0,7064,False,E,470,S,E/S
test,3220,7065_01,,True,E/471/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Zedares Maltorted,,0.0,7065,False,E,471,S,E/S
test,3221,7066_01,Earth,False,F/1348/S,TRAPPIST-1e,42.0,False,409.0,1005.0,0.0,454.0,657.0,Eduard Haynardy,,2525.0,7066,True,F,1348,S,F/S
test,3222,7066_02,Earth,True,G/1157/S,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Leondy Haynardy,,0.0,7066,True,G,1157,S,G/S
test,3223,7067_01,Earth,False,G/1158/S,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,Karay Wriggins,,0.0,7067,True,G,1158,S,G/S
test,3224,7067_02,Earth,True,G/1158/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Lis Wriggins,,0.0,7067,True,G,1158,S,G/S
test,3225,7067_03,Earth,False,F/1349/S,TRAPPIST-1e,,False,844.0,0.0,0.0,27.0,2.0,Mael Wriggins,,873.0,7067,True,F,1349,S,F/S
test,3226,7070_01,Europa,False,A/74/P,55 Cancri e,57.0,False,0.0,1830.0,0.0,0.0,89.0,Achbah Forous,,1919.0,7070,False,A,74,P,A/P
test,3227,7075_01,Mars,False,E/453/P,TRAPPIST-1e,29.0,False,0.0,0.0,227.0,66.0,1005.0,Ops Stie,,1298.0,7075,False,E,453,P,E/P
test,3228,7076_01,Earth,True,G/1139/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Rankie Lerez,,0.0,7076,False,G,1139,P,G/P
test,3229,7081_01,Europa,False,B/234/P,TRAPPIST-1e,21.0,False,0.0,9336.0,1.0,51.0,919.0,Sarino Fuelrad,,10307.0,7081,True,B,234,P,B/P
test,3230,7081_02,Europa,True,B/234/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Aston Fuelrad,,0.0,7081,True,B,234,P,B/P
test,3231,7100_01,Europa,False,A/76/P,55 Cancri e,26.0,False,0.0,5283.0,0.0,3.0,36.0,Ionan Heracker,,5322.0,7100,True,A,76,P,A/P
test,3232,7100_02,Europa,False,A/76/P,55 Cancri e,33.0,True,0.0,2105.0,24.0,0.0,5879.0,Thab Venticable,,8008.0,7100,True,A,76,P,A/P
test,3233,7101_01,Europa,False,B/235/P,55 Cancri e,43.0,False,94.0,5196.0,602.0,6603.0,510.0,Genons Regaugress,,13005.0,7101,True,B,235,P,B/P
test,3234,7101_02,Europa,False,B/235/P,55 Cancri e,26.0,False,0.0,2524.0,3.0,3493.0,0.0,Atonea Regaugress,,6020.0,7101,True,B,235,P,B/P
test,3235,7102_01,Europa,True,E/455/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ainoxa Wassird,,0.0,7102,False,E,455,P,E/P
test,3236,7103_01,Mars,False,E/456/P,TRAPPIST-1e,30.0,False,879.0,0.0,420.0,0.0,0.0,Hary Iccle,,1299.0,7103,True,E,456,P,E/P
test,3237,7103_02,Mars,True,F/1472/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Hont Iccle,,0.0,7103,True,F,1472,P,F/P
test,3238,7107_01,Earth,True,G/1145/P,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Jayne Thorney,,0.0,7107,False,G,1145,P,G/P
test,3239,7108_01,Europa,False,C/261/S,TRAPPIST-1e,23.0,False,4.0,3142.0,0.0,3473.0,407.0,Batenan Fulazy,,7026.0,7108,False,C,261,S,C/S
test,3240,7112_01,Earth,False,F/1360/S,TRAPPIST-1e,22.0,False,22.0,0.0,1367.0,0.0,0.0,Pamont Blange,,1389.0,7112,False,F,1360,S,F/S
test,3241,7115_01,Mars,True,F/1474/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Ber Pepie,,0.0,7115,False,F,1474,P,F/P
test,3242,7122_01,Earth,False,F/1364/S,TRAPPIST-1e,35.0,False,0.0,0.0,904.0,0.0,0.0,Darlie Gillock,,904.0,7122,False,F,1364,S,F/S
test,3243,7123_01,Earth,False,,TRAPPIST-1e,26.0,False,699.0,,5.0,50.0,1.0,Sallie Hartz,,,7123,False,,,,
